[2023-07-09 14:45:02 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
][2023-07-09 14:45:02 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
][2023-07-09 14:45:02 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
][2023-07-09 14:45:02 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
][2023-07-09 14:45:02 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.6.15.Final
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@3cc41abc
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@3cc41abc
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@4c2cc639
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@4c2cc639
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@52d645b1
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@52d645b1
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@25e2ab5a
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@25e2ab5a
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@5066d65f
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@5066d65f
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration date -> org.hibernate.type.DateType@2f4205be
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Date -> org.hibernate.type.DateType@2f4205be
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration time -> org.hibernate.type.TimeType@e84a8e1
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@e84a8e1
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration timestamp -> org.hibernate.type.TimestampType@5ddea849
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@5ddea849
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@5ddea849
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@58fb7731
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration calendar -> org.hibernate.type.CalendarType@aafcffa
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@aafcffa
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@aafcffa
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@18b0930f
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@315f43d5
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration locale -> org.hibernate.type.LocaleType@78365cfa
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@78365cfa
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration currency -> org.hibernate.type.CurrencyType@485e36bc
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@485e36bc
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration timezone -> org.hibernate.type.TimeZoneType@2371aaca
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@2371aaca
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration class -> org.hibernate.type.ClassType@3f390d63
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@3f390d63
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@424fd310
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@424fd310
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@6e6d5d29
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration binary -> org.hibernate.type.BinaryType@b70da4c
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration byte[] -> org.hibernate.type.BinaryType@b70da4c
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration [B -> org.hibernate.type.BinaryType@b70da4c
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@5733f295
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@5733f295
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@5733f295
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration row_version -> org.hibernate.type.RowVersionType@7fe7c640
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration image -> org.hibernate.type.ImageType@73dce0e6
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration characters -> org.hibernate.type.CharArrayType@47c4ecdc
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration char[] -> org.hibernate.type.CharArrayType@47c4ecdc
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration [C -> org.hibernate.type.CharArrayType@47c4ecdc
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@7096b474
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@7096b474
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@7096b474
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration text -> org.hibernate.type.TextType@3d3ba765
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration ntext -> org.hibernate.type.NTextType@1951b871
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration blob -> org.hibernate.type.BlobType@31e4bb20
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@31e4bb20
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@62f68dff
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration clob -> org.hibernate.type.ClobType@bff34c6
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@bff34c6
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration nclob -> org.hibernate.type.NClobType@5c42d2b7
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@5c42d2b7
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@40f70521
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@72ea6193
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration serializable -> org.hibernate.type.SerializableType@3542162a
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration object -> org.hibernate.type.ObjectType@18025ced
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@18025ced
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@57459491
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@3f0846c6
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@77a98a6a
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@78fbff54
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@3e10dc6
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@7e22550a
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@45e37a7e
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@62452cc9
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
][2023-07-09 14:45:03 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
][2023-07-09 14:45:03 WARN  pooling:75 - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
][2023-07-09 14:45:03 INFO  pooling:119 - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5433/postgres]
][2023-07-09 14:45:03 INFO  pooling:125 - HHH10001001: Connection properties: {password=pass, user=postgres}
][2023-07-09 14:45:03 INFO  pooling:132 - HHH10001003: Autocommit mode: false
][2023-07-09 14:45:03 DEBUG DriverManagerConnectionProviderImpl:384 - Initializing Connection pool with 1 Connections
][2023-07-09 14:45:03 INFO  DriverManagerConnectionProviderImpl:322 - HHH000115: Hibernate connection pool size: 20 (min=1)
][2023-07-09 14:45:03 DEBUG JdbcEnvironmentInitiator:72 - Database ->
       name : PostgreSQL
    version : 15.2 (Debian 15.2-1.pgdg110+1)
      major : 15
      minor : 2
][2023-07-09 14:45:03 DEBUG JdbcEnvironmentInitiator:83 - Driver ->
       name : PostgreSQL JDBC Driver
    version : 42.6.0
      major : 42
      minor : 6
][2023-07-09 14:45:03 DEBUG JdbcEnvironmentInitiator:389 - JDBC version : 4.2
][2023-07-09 14:45:03 INFO  Dialect:175 - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
][2023-07-09 14:45:03 DEBUG IdentifierHelperBuilder:114 - JDBC driver metadata reported database stores quoted identifiers in neither upper, lower nor mixed case
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration pg-uuid -> org.hibernate.type.PostgresUUIDType@df5f5c0
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.UUID -> org.hibernate.type.PostgresUUIDType@df5f5c0
][2023-07-09 14:45:03 DEBUG BasicTypeRegistry:160 - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@424fd310
][2023-07-09 14:45:03 DEBUG TypeConfiguration$Scope:149 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@6ac4944a] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@5a772895]
][2023-07-09 14:45:03 DEBUG Namespace:51 - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
][2023-07-09 14:45:03 DEBUG AnnotationBinder:547 - Binding entity from annotated class: org.val.entity.User
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
][2023-07-09 14:45:03 DEBUG EntityBinder:431 - Import with entity name User
][2023-07-09 14:45:03 DEBUG Namespace:51 - Created database namespace [logicalName=Name{catalog=postgres, schema=payments}, physicalName=Name{catalog=postgres, schema=payments}]
][2023-07-09 14:45:03 DEBUG EntityBinder:874 - Bind entity org.val.entity.User on table users
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=id, insertable=true, updatable=true, unique=false}
][2023-07-09 14:45:03 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [org.val.entity.User] is safe
][2023-07-09 14:45:03 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : org.val.entity.User
][2023-07-09 14:45:03 DEBUG PropertyBinder:175 - MetadataSourceProcessor property id with lazy=false
][2023-07-09 14:45:03 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [org.val.entity.User:id]
][2023-07-09 14:45:03 DEBUG AttributeConverterManager:99 - Checking auto-apply AttributeConverter [org.val.converter.BirthdayConverter] (domain-type=Lorg/val/entity/BirthDay;) for match against basic attribute : org.val.entity.User.id (type=long)
][2023-07-09 14:45:03 DEBUG SimpleValueBinder:410 - building SimpleValue for id
][2023-07-09 14:45:03 DEBUG PropertyBinder:266 - Building property id
][2023-07-09 14:45:03 DEBUG BinderHelper:514 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, identity, , ...)
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='userId'}
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=accounts, insertable=true, updatable=true, unique=false}
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=null, insertable=true, updatable=true, unique=false}
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=element, insertable=true, updatable=true, unique=false}
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=accounts_key, insertable=true, updatable=true, unique=false}
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3JoinColumn{logicalColumnName='accounts_KEY', referencedColumn='null', mappedBy='null'}
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='userId'}
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='userId'}
][2023-07-09 14:45:03 DEBUG CollectionBinder:451 - Collection role: org.val.entity.User.accounts
][2023-07-09 14:45:03 DEBUG PropertyBinder:266 - Building property accounts
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=birthday, insertable=true, updatable=true, unique=false}
][2023-07-09 14:45:03 DEBUG PropertyBinder:175 - MetadataSourceProcessor property birthday with lazy=false
][2023-07-09 14:45:03 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [org.val.entity.User:birthday]
][2023-07-09 14:45:03 DEBUG AttributeConverterManager:99 - Checking auto-apply AttributeConverter [org.val.converter.BirthdayConverter] (domain-type=Lorg/val/entity/BirthDay;) for match against basic attribute : org.val.entity.User.birthday (type=org.val.entity.BirthDay)
][2023-07-09 14:45:03 DEBUG SimpleValueBinder:327 - Starting applyAttributeConverter [org.val.entity.User:birthday]
][2023-07-09 14:45:03 DEBUG SimpleValueBinder:410 - building SimpleValue for birthday
][2023-07-09 14:45:03 DEBUG PropertyBinder:266 - Building property birthday
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=email, insertable=true, updatable=true, unique=false}
][2023-07-09 14:45:03 DEBUG PropertyBinder:175 - MetadataSourceProcessor property email with lazy=false
][2023-07-09 14:45:03 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [org.val.entity.User:email]
][2023-07-09 14:45:03 DEBUG AttributeConverterManager:99 - Checking auto-apply AttributeConverter [org.val.converter.BirthdayConverter] (domain-type=Lorg/val/entity/BirthDay;) for match against basic attribute : org.val.entity.User.email (type=java.lang.String)
][2023-07-09 14:45:03 DEBUG SimpleValueBinder:410 - building SimpleValue for email
][2023-07-09 14:45:03 DEBUG PropertyBinder:266 - Building property email
][2023-07-09 14:45:03 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(postgres.payments.users), mappingColumn=gender, insertable=true, updatable=true, unique=false}
